time_s,acceleration_g
0.010000,1.984874
0.010083,2.091664
0.010167,2.244652
0.010250,2.306096
0.010333,2.411379
0.010417,2.454379
0.010500,2.507753
0.010583,2.402508
0.010667,2.369337
0.010750,2.467073
0.010833,2.583820
0.010917,2.123548
0.011000,2.164338
0.011083,2.244812
0.011167,2.059890
0.011250,1.966963
0.011333,1.732395
0.011417,1.756271
0.011500,1.707972
0.011583,1.497467
0.011667,1.558695
0.011750,1.386483
0.011833,1.282415
0.011917,1.076922
0.012000,1.187132
0.012083,1.279561
0.012167,1.009099
0.012250,1.091449
0.012333,0.912503
0.012417,0.971901
0.012500,0.997386
0.012583,0.844040
0.012667,0.912709
0.012750,0.753601
0.012833,0.882378
0.012917,0.764466
0.013000,0.818110
0.013083,0.581627
0.013167,0.793741
0.013250,0.609489
0.013333,0.524495
0.013417,0.610631
0.013500,0.534647
0.013583,0.502628
0.013667,0.392471
0.013750,0.213709
0.013833,0.360376
0.013917,0.195470
0.014000,-0.034773
0.014083,-0.035732
0.014167,-0.036985
0.014250,-0.262902
0.014333,-0.186945
0.014417,-0.110206
0.014500,-0.320166
0.014583,-0.505363
0.014667,-0.301236
0.014750,-0.458044
0.014833,-0.498656
0.014917,-0.551049
0.015000,-0.580306
0.015083,-0.587336
0.015167,-0.665866
0.015250,-0.647158
0.015333,-0.818372
0.015417,-0.771244
0.015500,-0.736416
0.015583,-0.732202
0.015667,-0.760365
0.015750,-0.828358
0.015833,-0.738400
0.015917,-0.875954
0.016000,-0.936037
0.016083,-0.962395
0.016167,-1.235026
0.016250,-1.088319
0.016333,-1.212267
0.016417,-1.260369
0.016500,-1.209204
0.016583,-1.369031
0.016667,-1.443404
0.016750,-1.468352
0.016833,-1.743183
0.016917,-1.564178
0.017000,-1.560151
0.017083,-1.741835
0.017167,-1.752251
0.017250,-1.678461
0.017333,-1.711480
0.017417,-1.833794
0.017500,-1.708073
0.017583,-1.615296
0.017667,-1.420951
0.017750,-1.468413
0.017833,-1.405775
0.017917,-1.454951
0.018000,-1.338375
0.018083,-1.059610
0.018167,-0.937878
0.018250,-0.945115
0.018333,-0.582525
0.018417,-0.516058
0.018500,-0.276284
0.018583,-0.228589
0.018667,0.048429
0.018750,0.281473
0.018833,0.449258
0.018917,0.508947
0.019000,0.537095
0.019083,0.787654
0.019167,1.053257
0.019250,1.053527
0.019333,1.185245
0.019417,1.269399
0.019500,1.192587
0.019583,1.291731
0.019667,1.321690
0.019750,1.347858
0.019833,1.548479
0.019917,1.353223
0.020000,1.431832
0.020083,1.412465
0.020167,1.433976
0.020250,1.385955
0.020333,1.125838
0.020417,1.236904
0.020500,1.203650
0.020583,1.035471
0.020667,1.075265
0.020750,1.019083
0.020833,0.736558
0.020917,0.739598
0.021000,0.789464
0.021083,0.690383
0.021167,0.486741
0.021250,0.549056
0.021333,0.504322
0.021417,0.462679
0.021500,0.606886
0.021583,0.366344
0.021667,0.538990
0.021750,0.331563
0.021833,0.385463
0.021917,0.368562
0.022000,0.385495
0.022083,0.243007
0.022167,0.375598
0.022250,0.257214
0.022333,0.429621
0.022417,0.225340
0.022500,0.185080
0.022583,0.169868
0.022667,0.157995
0.022750,0.062997
0.022833,0.166854
0.022917,-0.001172
0.023000,-0.087363
0.023083,0.121799
0.023167,-0.019036
0.023250,-0.120892
0.023333,-0.123639
0.023417,-0.132492
0.023500,-0.372652
0.023583,-0.224589
0.023667,-0.403500
0.023750,-0.325252
0.023833,-0.369924
0.023917,-0.381134
0.024000,-0.454111
0.024083,-0.448690
0.024167,-0.487107
0.024250,-0.549838
0.024333,-0.575122
0.024417,-0.479684
0.024500,-0.670339
0.024583,-0.511377
0.024667,-0.599106
0.024750,-0.691662
0.024833,-0.589305
0.024917,-0.616830
0.025000,-0.682622
0.025083,-0.837717
0.025167,-0.607959
0.025250,-0.791840
0.025333,-0.829071
0.025417,-0.961984
0.025500,-0.833060
0.025583,-0.826072
0.025667,-1.030387
0.025750,-1.088166
0.025833,-1.055273
0.025917,-0.985303
0.026000,-1.150181
0.026083,-1.237742
0.026167,-1.212306
0.026250,-1.180338
0.026333,-1.368889
0.026417,-1.303225
0.026500,-1.373549
0.026583,-1.363419
0.026667,-1.471649
0.026750,-1.539771
0.026833,-1.400852
0.026917,-1.394299
0.027000,-1.321661
0.027083,-1.174789
0.027167,-1.258905
0.027250,-1.297656
0.027333,-1.213649
0.027417,-1.024345
0.027500,-0.831880
0.027583,-0.649481
0.027667,-0.714264
0.027750,-0.453506
0.027833,-0.264226
0.027917,-0.289180
0.028000,0.011889
0.028083,0.114976
0.028167,0.257060
0.028250,0.470521
0.028333,0.500515
0.028417,0.680695
0.028500,0.793393
0.028583,0.870481
0.028667,1.047841
0.028750,1.064907
0.028833,1.160375
0.028917,1.150228
0.029000,1.246830
0.029083,1.237145
0.029167,1.263719
0.029250,1.386821
0.029333,1.286739
0.029417,1.445981
0.029500,1.210379
0.029583,1.230089
0.029667,1.170993
0.029750,1.176613
0.029833,1.037912
0.029917,0.998236
0.030000,0.998741
0.030083,1.046188
0.030167,0.827622
0.030250,0.760428
0.030333,0.784913
0.030417,0.927206
0.030500,0.634919
0.030583,0.747429
0.030667,0.603060
0.030750,0.623805
0.030833,0.579748
0.030917,0.546005
0.031000,0.545001
0.031083,0.511940
0.031167,0.700563
0.031250,0.725905
0.031333,0.404205
0.031417,0.580173
0.031500,0.467870
0.031583,0.605557
0.031667,0.588221
0.031750,0.384221
0.031833,0.344424
0.031917,0.151057
0.032000,0.430670
0.032083,0.302879
0.032167,0.192865
0.032250,0.280198
0.032333,0.113285
0.032417,0.219251
0.032500,0.122514
0.032583,-0.041795
0.032667,-0.019364
0.032750,-0.173352
0.032833,-0.169007
0.032917,-0.169688
0.033000,-0.242184
0.033083,-0.366108
0.033167,-0.427288
0.033250,-0.526717
0.033333,-0.325084
0.033417,-0.476693
0.033500,-0.466812
0.033583,-0.524993
0.033667,-0.697049
0.033750,-0.543489
0.033833,-0.626622
0.033917,-0.690866
0.034000,-0.669521
0.034083,-0.737817
0.034167,-0.779546
0.034250,-0.654007
0.034333,-0.702141
0.034417,-0.870136
0.034500,-0.876190
0.034583,-0.995228
0.034667,-1.019349
0.034750,-0.986083
0.034833,-0.960853
0.034917,-1.097929
0.035000,-1.323782
0.035083,-1.250588
0.035167,-1.302547
0.035250,-1.521161
0.035333,-1.580600
0.035417,-1.748007
0.035500,-1.731897
0.035583,-1.916299
0.035667,-1.846537
0.035750,-1.877466
0.035833,-1.836521
0.035917,-2.036572
0.036000,-2.025507
0.036083,-1.909754
0.036167,-2.023235
0.036250,-1.842612
0.036333,-1.866756
0.036417,-1.891402
0.036500,-1.538107
0.036583,-1.636763
0.036667,-1.412767
0.036750,-1.229612
0.036833,-1.039851
0.036917,-0.859740
0.037000,-0.493393
0.037083,-0.497004
0.037167,-0.168766
0.037250,-0.102177
0.037333,0.374430
0.037417,0.527925
0.037500,0.764768
0.037583,1.041670
0.037667,1.096055
0.037750,1.539343
0.037833,1.492392
0.037917,1.748783
0.038000,1.954482
0.038083,2.111697
0.038167,2.295720
0.038250,2.349803
0.038333,2.309984
0.038417,2.366185
0.038500,2.447403
0.038583,2.490330
0.038667,2.391940
0.038750,2.398547
0.038833,2.264443
0.038917,2.074243
0.039000,2.117223
0.039083,2.177880
0.039167,2.133400
0.039250,1.833518
0.039333,1.863817
0.039417,1.495702
0.039500,1.640659
0.039583,1.569515
0.039667,1.530868
0.039750,1.401309
0.039833,1.321840
0.039917,1.376655
0.040000,1.108954
0.040083,1.084057
0.040167,1.111640
0.040250,0.995285
0.040333,0.961123
0.040417,1.069950
0.040500,1.088706
0.040583,1.006269
0.040667,1.147897
0.040750,0.843730
0.040833,0.942365
0.040917,0.884517
0.041000,0.673237
0.041083,0.868995
0.041167,0.755980
0.041250,0.733964
0.041333,0.690709
0.041417,0.692389
0.041500,0.597268
0.041583,0.422801
0.041667,0.429474
0.041750,0.180861
0.041833,0.173218
0.041917,0.084523
0.042000,0.112876
0.042083,-0.094337
0.042167,-0.137957
0.042250,-0.112264
0.042333,-0.227321
0.042417,-0.307524
0.042500,-0.335351
0.042583,-0.408182
0.042667,-0.574809
0.042750,-0.608498
0.042833,-0.755147
0.042917,-0.786060
0.043000,-0.664721
0.043083,-0.679485
0.043167,-0.600747
0.043250,-0.657807
0.043333,-0.624511
0.043417,-0.654541
0.043500,-0.653465
0.043583,-0.873248
0.043667,-0.804655
0.043750,-0.860976
0.043833,-0.949582
0.043917,-0.992734
0.044000,-0.993489
0.044083,-1.025654
0.044167,-1.118791
0.044250,-1.271317
0.044333,-1.290062
0.044417,-1.575918
0.044500,-1.522019
0.044583,-1.548896
0.044667,-1.633030
0.044750,-1.759072
0.044833,-1.824197
0.044917,-1.925600
0.045000,-2.086552
0.045083,-2.038654
0.045167,-2.100845
0.045250,-2.190532
0.045333,-2.165519
0.045417,-2.163572
0.045500,-2.117290
0.045583,-2.006410
0.045667,-1.889902
0.045750,-1.818303
0.045833,-1.784428
0.045917,-1.597516
0.046000,-1.347381
0.046083,-1.176103
0.046167,-1.060028
0.046250,-0.842366
0.046333,-0.637430
0.046417,-0.248764
0.046500,-0.168394
0.046583,0.263896
0.046667,0.465827
0.046750,0.645308
0.046833,0.709186
0.046917,1.061245
0.047000,1.380183
0.047083,1.407092
0.047167,1.451713
0.047250,1.576241
0.047333,1.839440
0.047417,1.911757
0.047500,1.954748
0.047583,1.952625
0.047667,2.007633
0.047750,2.163782
0.047833,2.095265
0.047917,2.122861
0.048000,2.115105
0.048083,2.029904
0.048167,1.890369
0.048250,1.736192
0.048333,1.800487
0.048417,1.714405
0.048500,1.651093
0.048583,1.452740
0.048667,1.561038
0.048750,1.326351
0.048833,1.244005
0.048917,1.066091
0.049000,1.051391
0.049083,1.103077
0.049167,1.020677
0.049250,0.851742
0.049333,0.824411
0.049417,0.890003
0.049500,0.754454
0.049583,0.729340
0.049667,0.771128
0.049750,0.649854
0.049833,0.656084
0.049917,0.517749
0.050000,0.535460
0.050083,0.582023
0.050167,0.633708
0.050250,0.490196
0.050333,0.513634
0.050417,0.538241
0.050500,0.446919
0.050583,0.355872
0.050667,0.298120
0.050750,0.487564
0.050833,0.318927
0.050917,0.275081
0.051000,0.206250
0.051083,0.042009
0.051167,0.054376
0.051250,-0.154238
0.051333,-0.281133
0.051417,-0.152674
0.051500,-0.181920
0.051583,-0.334745
0.051667,-0.339471
0.051750,-0.370695
0.051833,-0.420067
0.051917,-0.484130
0.052000,-0.502652
0.052083,-0.428836
0.052167,-0.431789
0.052250,-0.554689
0.052333,-0.554742
0.052417,-0.522818
0.052500,-0.532340
0.052583,-0.696985
0.052667,-0.607676
0.052750,-0.584009
0.052833,-0.649408
0.052917,-0.712774
0.053000,-0.596448
0.053083,-0.611290
0.053167,-0.647609
0.053250,-0.731564
0.053333,-0.856747
0.053417,-0.934008
0.053500,-0.948814
0.053583,-1.084617
0.053667,-1.074394
0.053750,-1.070129
0.053833,-0.961540
0.053917,-1.233306
0.054000,-1.159870
0.054083,-1.243496
0.054167,-1.496066
0.054250,-1.517639
0.054333,-1.320875
0.054417,-1.377715
0.054500,-1.600168
0.054583,-1.624955
0.054667,-1.491409
0.054750,-1.398882
0.054833,-1.434960
0.054917,-1.500705
0.055000,-1.255448
0.055083,-1.264890
0.055167,-1.222099
0.055250,-1.075915
0.055333,-0.937350
0.055417,-0.793420
0.055500,-0.806539
0.055583,-0.695560
0.055667,-0.535447
0.055750,-0.272034
0.055833,-0.230275
0.055917,-0.163089
0.056000,0.102949
0.056083,0.193260
0.056167,0.210653
0.056250,0.446511
0.056333,0.562635
0.056417,0.814834
0.056500,0.767375
0.056583,0.849021
0.056667,0.945255
0.056750,0.904330
0.056833,1.071157
0.056917,1.146236
0.057000,1.094445
0.057083,1.166532
0.057167,1.080864
0.057250,1.219786
0.057333,1.052675
0.057417,0.997611
0.057500,1.082476
0.057583,1.022574
0.057667,1.112661
0.057750,0.916068
0.057833,0.932547
0.057917,0.863040
0.058000,0.662307
0.058083,0.600917
0.058167,0.631236
0.058250,0.499834
0.058333,0.499210
0.058417,0.547036
0.058500,0.536705
0.058583,0.467609
0.058667,0.380986
0.058750,0.331838
0.058833,0.291869
0.058917,0.286741
0.059000,0.367342
0.059083,0.098323
0.059167,0.282226
0.059250,0.348843
0.059333,0.187479
0.059417,0.250208
0.059500,0.243759
0.059583,0.321523
0.059667,0.038875
0.059750,0.230015
0.059833,0.231842
0.059917,0.214115
0.060000,0.095471
0.060083,0.104097
0.060167,0.119484
0.060250,0.150242
0.060333,-0.094189
0.060417,-0.122584
0.060500,0.007507
0.060583,-0.193747
0.060667,-0.053180
0.060750,-0.139661
0.060833,-0.281322
0.060917,-0.233655
0.061000,-0.454728
0.061083,-0.452982
0.061167,-0.359872
0.061250,-0.635822
0.061333,-0.492880
0.061417,-0.425423
0.061500,-0.489335
0.061583,-0.467632
0.061667,-0.484745
0.061750,-0.619275
0.061833,-0.600899
0.061917,-0.644762
0.062000,-0.676485
0.062083,-0.655211
0.062167,-0.726591
0.062250,-0.584718
0.062333,-0.757056
0.062417,-0.710341
0.062500,-0.795436
0.062583,-0.807279
0.062667,-0.830965
0.062750,-0.928724
0.062833,-0.937746
0.062917,-1.074798
0.063000,-1.008675
0.063083,-1.157301
0.063167,-1.243491
0.063250,-1.403384
0.063333,-1.301419
0.063417,-1.378406
0.063500,-1.443738
0.063583,-1.516210
0.063667,-1.452397
0.063750,-1.646195
0.063833,-1.662542
0.063917,-1.765597
0.064000,-1.632342
0.064083,-1.618117
0.064167,-1.488328
0.064250,-1.548130
0.064333,-1.462181
0.064417,-1.391904
0.064500,-1.293186
0.064583,-1.250297
0.064667,-1.095359
0.064750,-0.913987
0.064833,-0.773324
0.064917,-0.694963
0.065000,-0.405588
0.065083,-0.256641
0.065167,-0.135616
0.065250,0.078422
0.065333,0.163575
0.065417,0.390527
0.065500,0.598641
0.065583,0.750383
0.065667,1.025796
0.065750,1.139691
0.065833,1.096985
0.065917,1.438283
0.066000,1.563345
0.066083,1.584811
0.066167,1.671887
0.066250,1.539062
0.066333,1.841199
0.066417,1.726316
0.066500,1.835712
0.066583,1.810587
0.066667,1.801161
0.066750,1.692045
0.066833,1.710881
0.066917,1.697655
0.067000,1.641108
0.067083,1.523047
0.067167,1.504247
0.067250,1.549731
0.067333,1.381572
0.067417,1.395864
0.067500,1.287087
0.067583,1.120100
0.067667,1.227668
0.067750,1.062853
0.067833,0.789901
0.067917,0.887424
0.068000,0.904389
0.068083,0.881054
0.068167,0.853182
0.068250,0.701410
0.068333,0.714983
0.068417,0.781238
0.068500,0.750224
0.068583,0.690782
0.068667,0.900796
0.068750,0.752614
0.068833,0.638741
0.068917,0.653279
0.069000,0.690943
0.069083,0.602481
0.069167,0.562039
0.069250,0.521820
0.069333,0.364584
0.069417,0.444630
0.069500,0.395625
0.069583,0.372976
0.069667,0.161588
0.069750,0.220483
0.069833,0.182142
0.069917,-0.033835
0.070000,-0.190020
0.070083,-0.145360
0.070167,-0.171500
0.070250,-0.256961
0.070333,-0.338967
0.070417,-0.335623
0.070500,-0.340560
0.070583,-0.500850
0.070667,-0.483555
0.070750,-0.408302
0.070833,-0.573909
0.070917,-0.620930
0.071000,-0.666150
0.071083,-0.732336
0.071167,-0.772310
0.071250,-0.682309
0.071333,-0.812455
0.071417,-0.689248
0.071500,-0.786380
0.071583,-0.676959
0.071667,-0.872962
0.071750,-0.851803
0.071833,-0.760967
0.071917,-0.992229
0.072000,-1.017840
0.072083,-1.123898
0.072167,-1.130491
0.072250,-1.368300
0.072333,-1.404949
0.072417,-1.468670
0.072500,-1.681034
0.072583,-1.650732
0.072667,-1.862643
0.072750,-1.875019
0.072833,-1.967933
0.072917,-2.009893
0.073000,-2.063193
0.073083,-2.147198
0.073167,-2.225387
0.073250,-2.103191
0.073333,-2.176826
0.073417,-2.220897
0.073500,-2.086291
0.073583,-1.933365
0.073667,-1.850186
0.073750,-1.839434
0.073833,-1.559327
0.073917,-1.403234
0.074000,-1.343101
0.074083,-1.062723
0.074167,-0.920756
0.074250,-0.694302
0.074333,-0.433801
0.074417,-0.101646
0.074500,0.051063
0.074583,0.451019
0.074667,0.510824
0.074750,0.882890
0.074833,1.140155
0.074917,1.354383
0.075000,1.587681
0.075083,1.771322
0.075167,1.962523
0.075250,1.967326
0.075333,2.183426
0.075417,2.263185
0.075500,2.297430
0.075583,2.409291
0.075667,2.493914
0.075750,2.496606
0.075833,2.429592
0.075917,2.427820
0.076000,2.347720
0.076083,2.379658
0.076167,2.206805
0.076250,2.048822
0.076333,2.086731
0.076417,2.080731
0.076500,1.959246
0.076583,1.812967
0.076667,1.893325
0.076750,1.607450
0.076833,1.420576
0.076917,1.347427
0.077000,1.501890
0.077083,1.164503
0.077167,1.258479
0.077250,1.477409
0.077333,1.088677
0.077417,1.252457
0.077500,1.051515
0.077583,0.962750
0.077667,0.937085
0.077750,1.098218
0.077833,0.965235
0.077917,1.043408
0.078000,0.857783
0.078083,0.922483
0.078167,0.864167
0.078250,0.854170
0.078333,0.816902
0.078417,0.766822
0.078500,0.586779
0.078583,0.677307
0.078667,0.566402
0.078750,0.471844
0.078833,0.364641
0.078917,0.348373
0.079000,0.333105
0.079083,0.174158
0.079167,0.044775
0.079250,0.023890
0.079333,-0.096021
0.079417,0.070399
0.079500,-0.130634
0.079583,-0.330520
0.079667,-0.380413
0.079750,-0.413905
0.079833,-0.487478
0.079917,-0.438016
0.080000,-0.487002
0.080083,-0.513503
0.080167,-0.616259
0.080250,-0.725286
0.080333,-0.671816
0.080417,-0.638865
0.080500,-0.602090
0.080583,-0.708175
0.080667,-0.649398
0.080750,-0.683641
0.080833,-0.955171
0.080917,-0.768928
0.081000,-0.812798
0.081083,-0.952110
0.081167,-0.784684
0.081250,-0.922712
0.081333,-0.965811
0.081417,-1.229041
0.081500,-1.116984
0.081583,-1.308406
0.081667,-1.291644
0.081750,-1.487920
0.081833,-1.532645
0.081917,-1.560839
0.082000,-1.579296
0.082083,-1.706150
0.082167,-1.701666
0.082250,-1.720446
0.082333,-1.716249
0.082417,-1.839364
0.082500,-1.890457
0.082583,-1.931275
0.082667,-1.947221
0.082750,-1.803718
0.082833,-1.825062
0.082917,-1.719864
0.083000,-1.634221
0.083083,-1.586029
0.083167,-1.348589
0.083250,-1.164272
0.083333,-0.957716
0.083417,-0.831354
0.083500,-0.769816
0.083583,-0.573578
0.083667,-0.240246
0.083750,-0.153356
0.083833,-0.031966
0.083917,0.239078
0.084000,0.321589
0.084083,0.554952
0.084167,0.626393
0.084250,0.963993
0.084333,1.023638
0.084417,1.083193
0.084500,1.287506
0.084583,1.419335
0.084667,1.391137
0.084750,1.402507
0.084833,1.512178
0.084917,1.494212
0.085000,1.538260
0.085083,1.622333
0.085167,1.668940
0.085250,1.495837
0.085333,1.316152
0.085417,1.446859
0.085500,1.481448
0.085583,1.405161
0.085667,1.315091
0.085750,1.113135
0.085833,1.114666
0.085917,1.179665
0.086000,1.005793
0.086083,0.873557
0.086167,0.877715
0.086250,0.875783
0.086333,0.772122
0.086417,0.744861
0.086500,0.703057
0.086583,0.573717
0.086667,0.439255
0.086750,0.498821
0.086833,0.550905
0.086917,0.541105
0.087000,0.503577
0.087083,0.537394
0.087167,0.528970
0.087250,0.364338
0.087333,0.410623
0.087417,0.190723
0.087500,0.362822
0.087583,0.418698
0.087667,0.223742
0.087750,0.342932
0.087833,0.218623
0.087917,0.185853
0.088000,0.095399
0.088083,0.088612
0.088167,0.013228
0.088250,-0.059105
0.088333,-0.083887
0.088417,-0.037591
0.088500,-0.259253
0.088583,-0.268763
0.088667,-0.216483
0.088750,-0.360550
0.088833,-0.420732
0.088917,-0.305798
0.089000,-0.355024
0.089083,-0.372333
0.089167,-0.412130
0.089250,-0.365580
0.089333,-0.449557
0.089417,-0.438942
0.089500,-0.616394
0.089583,-0.672642
0.089667,-0.646138
0.089750,-0.691333
0.089833,-0.629887
0.089917,-0.758018
0.090000,-0.674053
0.090083,-0.684907
0.090167,-0.769314
0.090250,-0.628179
0.090333,-0.707757
0.090417,-0.752522
0.090500,-0.773613
0.090583,-0.835572
0.090667,-0.643356
0.090750,-0.891152
0.090833,-0.842245
0.090917,-0.935408
0.091000,-0.908460
0.091083,-1.140227
0.091167,-1.258194
0.091250,-1.055546
0.091333,-1.285204
0.091417,-1.277864
0.091500,-1.401400
0.091583,-1.360315
0.091667,-1.450863
0.091750,-1.434286
0.091833,-1.463010
0.091917,-1.562649
0.092000,-1.326105
0.092083,-1.369114
0.092167,-1.308878
0.092250,-1.323134
0.092333,-1.170862
0.092417,-1.237099
0.092500,-0.983043
0.092583,-0.918481
0.092667,-0.660865
0.092750,-0.761107
0.092833,-0.675883
0.092917,-0.547548
0.093000,-0.547466
0.093083,-0.344203
0.093167,-0.185176
0.093250,-0.039899
0.093333,-0.019562
0.093417,0.444464
0.093500,0.458875
0.093583,0.481066
0.093667,0.734401
0.093750,0.741456
0.093833,0.884233
0.093917,0.983965
0.094000,0.889182
0.094083,1.028799
0.094167,1.278293
0.094250,1.198067
0.094333,1.246263
0.094417,1.347120
0.094500,1.123678
0.094583,1.076146
0.094667,1.106956
0.094750,1.099906
0.094833,1.185928
0.094917,0.920481
0.095000,1.003005
0.095083,0.910245
0.095167,0.873390
0.095250,0.753863
0.095333,0.851206
0.095417,0.709242
0.095500,0.804259
0.095583,0.485595
0.095667,0.677948
0.095750,0.612696
0.095833,0.654013
0.095917,0.752985
0.096000,0.444391
0.096083,0.503289
0.096167,0.179887
0.096250,0.541771
0.096333,0.337653
0.096417,0.283629
0.096500,0.405892
0.096583,0.464869
0.096667,0.497981
0.096750,0.388079
0.096833,0.356420
0.096917,0.371790
0.097000,0.247373
0.097083,0.229859
0.097167,0.195180
0.097250,0.324047
0.097333,0.237857
0.097417,0.076032
0.097500,0.189480
0.097583,-0.054787
0.097667,0.012640
0.097750,0.171229
0.097833,-0.070369
0.097917,-0.087093
0.098000,-0.141854
0.098083,-0.274429
0.098167,-0.197693
0.098250,-0.310115
0.098333,-0.410156
0.098417,-0.456158
0.098500,-0.380794
0.098583,-0.476030
0.098667,-0.458287
0.098750,-0.514483
0.098833,-0.610829
0.098917,-0.517409
0.099000,-0.789683
0.099083,-0.564681
0.099167,-0.514795
0.099250,-0.647107
0.099333,-0.776402
0.099417,-0.619749
0.099500,-0.684017
0.099583,-0.566213
0.099667,-0.752626
0.099750,-0.790742
0.099833,-0.749964
0.099917,-1.015843
0.100000,-0.975215
0.100083,-0.936775
0.100167,-1.128854
0.100250,-1.218744
0.100333,-1.344323
0.100417,-1.421198
0.100500,-1.415086
0.100583,-1.605397
0.100667,-1.541807
0.100750,-1.747869
0.100833,-1.665287
0.100917,-1.800986
0.101000,-1.881192
0.101083,-1.928381
0.101167,-1.904835
0.101250,-1.957628
0.101333,-1.812621
0.101417,-1.845323
0.101500,-1.871628
0.101583,-1.746608
0.101667,-1.624374
0.101750,-1.632818
0.101833,-1.275415
0.101917,-1.244690
0.102000,-1.003449
0.102083,-0.875031
0.102167,-0.602303
0.102250,-0.554677
0.102333,-0.322911
0.102417,0.029446
0.102500,0.219679
0.102583,0.358067
0.102667,0.510338
0.102750,0.904752
0.102833,1.002944
0.102917,1.166837
0.103000,1.310221
0.103083,1.529407
0.103167,1.771020
0.103250,1.790597
0.103333,2.079765
0.103417,2.219300
0.103500,2.209014
0.103583,2.285690
0.103667,2.388223
0.103750,2.268878
0.103833,2.242482
0.103917,2.179485
0.104000,2.209168
0.104083,2.120926
0.104167,2.236218
0.104250,1.901994
0.104333,1.895310
0.104417,1.918756
0.104500,1.739876
0.104583,1.566607
0.104667,1.588255
0.104750,1.585734
0.104833,1.473789
0.104917,1.390518
0.105000,1.252287
0.105083,1.232592
0.105167,1.176562
0.105250,1.191347
0.105333,1.107040
0.105417,0.991302
0.105500,1.085969
0.105583,0.867309
0.105667,0.953409
0.105750,0.787719
0.105833,0.826179
0.105917,0.826760
0.106000,0.892156
0.106083,0.807971
0.106167,0.813334
0.106250,0.610303
0.106333,0.741212
0.106417,0.640389
0.106500,0.530318
0.106583,0.627038
0.106667,0.505892
0.106750,0.334592
0.106833,0.353632
0.106917,0.317745
0.107000,0.360023
0.107083,0.101706
0.107167,0.185984
0.107250,0.107159
0.107333,-0.062032
0.107417,-0.297180
0.107500,-0.203624
0.107583,-0.342909
0.107667,-0.255471
0.107750,-0.495374
0.107833,-0.543239
0.107917,-0.661059
0.108000,-0.414815
0.108083,-0.508137
0.108167,-0.542080
0.108250,-0.536886
0.108333,-0.709225
0.108417,-0.622947
0.108500,-0.667130
0.108583,-0.852413
0.108667,-0.765490
0.108750,-0.789855
0.108833,-0.885875
0.108917,-0.950370
0.109000,-0.906262
0.109083,-0.859014
0.109167,-0.932409
0.109250,-1.110833
0.109333,-1.095048
0.109417,-1.128429
0.109500,-1.344172
0.109583,-1.444442
0.109667,-1.414698
0.109750,-1.616578
0.109833,-1.781099
0.109917,-1.801013
0.110000,-1.985199
0.110083,-1.884129
0.110167,-2.021771
0.110250,-1.961903
0.110333,-2.025622
0.110417,-2.070260
0.110500,-2.226346
0.110583,-2.267742
0.110667,-2.233937
0.110750,-1.979372
0.110833,-1.922924
